type_ownership;Nome Edificio;Descrizione Edificio;Indirizzo;address_secondary;Destinazione_uso;id_building;city
TER;immobile 1225;"IMPIANTO DEPURAZIONE messo a norma recentemente con una spesa di 4.260.000,00 euro. DATO IN GESTIONE AD ""ACQUEDOTTO PUGLIESE s.p.a."". Impianto periziato circa 5.500.000,00 euro.";GIOIOA DEL COLLE St.VECCHIA DI SAN MICHELE SNC;;;2688858;072021
TER;immobile 1226;"RETE GAS di proprietà Comunale, ma data in GESTIONE alla ditta ""ITALGAS""";LOCALITA GIOIA DEL COLLE SNC;;;2688857;072021
TER;immobile 1227;"RETE IDRICA DATA IN GESTIONE A ""GESTIONE ACQUE PUGLIESE"".";LOCALITA GIOIA DEL COLLE SNC;;;2688856;072021
TER;immobile 1228;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BODINI SNC;;;2688855;072021
TER;immobile 1229;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico BOVIO G. (VICO I) SNC;;;2688854;072021
TER;immobile 123;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FATA SNC;;;2689380;072021
TER;immobile 1230;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico BOVIO G. (VICO II) SNC;;;2688853;072021
TER;immobile 1231;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CAPOZZI SNC;;;2688852;072021
TER;immobile 1232;STRADA COMUNALE URBANA - Sopra p.zza C.BATTISTI;GIOIA DEL COLLE  VIA CARLO III DI BORBONE SNC;;;2688851;072021
TER;immobile 1233;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico CATAPANO SNC;;;2688850;072021
TER;immobile 1234;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CERBERO SNC;;;2688849;072021
TER;immobile 1235;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CHE GUEVARA SNC;;;2688848;072021
TER;immobile 1236;STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.CICCOTONNO(II TRATTO) SNC;;;2688847;072021
TER;immobile 1237;Strada VICINALE COMUNALE EXTRAURBANA. Laterale della STRADA PROVINCIALE ACQUAVIVA (ex scheda 2).;GIOIOA DEL COLLE str. vicVECCHIA ACQUAVIVA SNC;;;2688846;072021
TER;immobile 1238;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA COLONNA E. SNC;;;2688845;072021
TER;immobile 1239;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CURIONE C. SNC;;;2688844;072021
TER;immobile 124;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FERMI ENRICO SNC;;;2689379;072021
TER;immobile 1240;STRADA COMUNALE URBANA. Era vico LANTERNA II (vico secondo).;GIOIA DEL COLLE  VIA DE DE VITA R. SNC;;;2688843;072021
TER;immobile 1241;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DENITTIS SNC;;;2688842;072021
TER;immobile 1242;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DACQUISTO SALVO SNC;;;2688841;072021
TER;immobile 1243;STRADA COMUNALE URBANA. Era vico LANTERNA III (vico TERZO).;GIOIA DEL COLLE  VIA DARAGONA ACQUAVIVA G SNC;;;2688840;072021
TER;immobile 1244;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FEDERICO II DI SVEVIA SNC;;;2688839;072021
TER;immobile 1245;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico FONTANA SNC;;;2688838;072021
TER;immobile 1246;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DELLE FOSSE ARDEATINE SNC;;;2688837;072021
TER;immobile 1247;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DEI RIFORMATI FRANCES SNC;;;2688836;072021
TER;immobile 1248;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIOVE MONS. F.P. SNC;;;2688835;072021
TER;immobile 1249;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GRAMSCI SNC;;;2688834;072021
TER;immobile 125;STRADA COMUNALE URBANA. O via FERRUCCIO? - NON è via Ferruccio Parri, che è da unaltra parte, zona periferica Est.;GIOIA DEL COLLE  VIA FERRUCCI SNC;;;2689378;072021
TER;immobile 1250;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GRANRIZZI SNC;;;2688833;072021
TER;immobile 1251;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GRONCHI SNC;;;2688832;072021
TER;immobile 1252;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico GUERCIO SNC;;;2688831;072021
TER;immobile 1253;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CERVO SNC;;;2688830;072021
TER;immobile 1254;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. IMPISO SNC;;;2688829;072021
TER;immobile 1255;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico IORIA SNC;;;2688828;072021
TER;immobile 1256;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA JACOBELLIS SNC;;;2688827;072021
TER;immobile 1257;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LA PIRA G. SNC;;;2688826;072021
TER;immobile 1258;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LAGOMAGNO SNC;;;2688825;072021
TER;immobile 1259;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico LAMBICCO SNC;;;2688824;072021
TER;immobile 126;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FIACCOLA SNC;;;2689377;072021
TER;immobile 1260;STRADA COMUNALE URBANA;GIOIA DEL COLLE  LARGO LE GRAZIE SNC;;;2688823;072021
TER;immobile 1261;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LEVI P. SNC;;;2688822;072021
TER;immobile 1262;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LOMBARDI R. SNC;;;2688821;072021
TER;immobile 1263;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.NUOVA MARCHESANA SNC;;;2688820;072021
TER;immobile 1264;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MASSARI G. SNC;;;2688819;072021
TER;immobile 1265;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MASTRANDREA SNC;;;2688818;072021
TER;immobile 1266;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DON MILANI SNC;;;2688817;072021
TER;immobile 1267;STRADA COMUNALE URBANA;GIOIOA DEL COLLE VICO MINEI G. SNC;;;2688816;072021
TER;immobile 1268;STRADA COMUNALE URBANA.;GIOIA DEL COLLE  PIAZZA MINOZZI G. SNC;;;2688815;072021
TER;immobile 1269;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA MONTALE EUGENIO SNC;;;2688814;072021
TER;immobile 127;STRADA COMUNALE URBANA - (STRADA VICINALE);GIOIOA DEL COLLE Str. vic.  VIA DELLA FIERA SNC;;;2689376;072021
TER;immobile 1270;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA DEI MORI SNC;;;2688813;072021
TER;immobile 1271;STRADA COMUNALE URBANA. Era VICO BASILE II (VICO II).;GIOIA DEL COLLE  VIA MURAT G. SNC;;;2688812;072021
TER;immobile 1272;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA NETTUNO SNC;;;2688811;072021
TER;immobile 1273;STRADA COMUNALE URBANA. (VITTORIO EMANUELE?);GIOIA DEL COLLE  VIA ORLANDO V. E. SNC;;;2688810;072021
TER;immobile 1274;STRADA COMUNALE URBANA. Distinta e lontana dalla via OLIVA Prima.;GIOIA DEL COLLE  VIA OLIVA V. SNC;;;2688809;072021
TER;immobile 1275;NUOVA PIAZZA COMUNALE nella zona sud est tra via EINAUDI e linizio di via NOCI;GIOIA DEL COLLE  PIAZZA PADRE PIO SNC;;;2688808;072021
TER;immobile 1276;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PAOLI B. SNC;;;2688807;072021
TER;immobile 1277;STRADA COMUNALE SIA URBANA CHE EXTRAURBANA.;GIOIA DEL COLLE  VIA DEI PEUCETI SNC;;;2688806;072021
TER;immobile 1278;STRADA COMUNALE URBANA.;GIOIOA DEL COLLE Vico PARADISO SNC;;;2688805;072021
TER;immobile 128;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FIERAMOSCA ETTORE SNC;;;2689375;072021
TER;immobile 1280;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PERTINI SANDRO SNC;;;2688804;072021
TER;immobile 1281;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PICASSO SNC;;;2688803;072021
TER;immobile 1282;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico PLEBISCITO SNC;;;2688802;072021
TER;immobile 1283;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. POZZORONCO SNC;;;2688801;072021
TER;immobile 1284;STRADA VICINALE COMUNALE EXTRAURBANA. Forse distinto da POZZO DI NOIA(A412);GIOIOA DEL COLLE Str. vic. POZZO LA NOTA SNC;;;2688800;072021
TER;immobile 1285;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA PUGLIESE F. SNC;;;2688799;072021
TER;immobile 1286;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA RIONDINO SNC;;;2688798;072021
TER;immobile 1287;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ROCCA G. SNC;;;2688797;072021
TER;immobile 1288;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FRA ROMANO SNC;;;2688796;072021
TER;immobile 1289;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA RONCO F. SNC;;;2688795;072021
TER;immobile 129;STRADA COMUNALE URBANA - Era VIA FIORDALISO?;GIOIOA DEL COLLE Vico FIORDALISO SNC;;;2689374;072021
TER;immobile 1290;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ROSATI SNC;;;2688794;072021
TER;immobile 1291;STRADA COMUNALE URBANA. Finisce in Piazza Cristoforo Pinto.;GIOIA DEL COLLE  VIA ROSSELLI F.LLI SNC;;;2688793;072021
TER;immobile 1292;STRADA COMUNALE URBANA. Laterale destra di Salvo DAcquisto, vicino alla STRADA VICINALE SANTA CANDIDA.;GIOIA DEL COLLE  VIA SAN CANDIDA II TRAV. SNC;;;2688792;072021
TER;immobile 1293;STRADA COMUNALE URBANA. Zona Est, attraversata da via A.Moro.;GIOIA DEL COLLE  PIAZZA SAN FILIPPO NERI SNC;;;2688791;072021
TER;immobile 1294;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SAN PIO DA PIETRALCIN SNC;;;2688790;072021
TER;immobile 1295;STRADA COMUNALE URBANA. Zona Nord-Est dove inizia via E. De Nicola;GIOIA DEL COLLE  PIAZZA SAN VITO MARTIRE SNC;;;2688789;072021
TER;immobile 1296;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SANTA CATERINA DA SIE SNC;;;2688788;072021
TER;immobile 1297;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SANTA ROSA SNC;;;2688787;072021
TER;immobile 1298;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SARAGAT SNC;;;2688786;072021
TER;immobile 13;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ARIOSTO LUDOVICO SNC;;;2689487;072021
TER;immobile 130;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FLORA SNC;;;2689373;072021
TER;immobile 1301;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SINISCALCO R. SNC;;;2688785;072021
TER;immobile 1302;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SORIA T. SNC;;;2688784;072021
TER;immobile 1303;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SPAZZACAMINO SNC;;;2688783;072021
TER;immobile 1304;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA STEFANO DA PUTIGNANO SNC;;;2688782;072021
TER;immobile 1305;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TERRACINI E.U. SNC;;;2688781;072021
TER;immobile 1306;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TOMASI G. SNC;;;2688780;072021
TER;immobile 1307;STRADA COMUNALE URBANA.;GIOIA DEL COLLE  VIA XXV LUGLIO 1861/SNC;;;2688779;072021
TER;immobile 1308;STRADA COMUNALE URBANA.;GIOIA DEL COLLE  VIA VERGA SNC;;;2688778;072021
TER;immobile 1309;STRADA COMUNALE URBANA.;GIOIA DEL COLLE  VIA VICO GIOVANBATTISTA SNC;;;2688777;072021
TER;immobile 131;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FOLGORE SNC;;;2689372;072021
TER;immobile 1310;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vicCARR. D.MARTINESE SNC;;;2688776;072021
TER;immobile 1311;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688775;072021
TER;immobile 1312;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688774;072021
TER;immobile 1313;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688773;072021
TER;immobile 1314;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688772;072021
TER;immobile 1315;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688771;072021
TER;immobile 1316;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688770;072021
TER;immobile 1317;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688769;072021
TER;immobile 1318;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688768;072021
TER;immobile 1319;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688767;072021
TER;immobile 132;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FONSECA SNC;;;2689371;072021
TER;immobile 1320;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688766;072021
TER;immobile 1321;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688765;072021
TER;immobile 1322;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688764;072021
TER;immobile 1323;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688763;072021
TER;immobile 1324;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688762;072021
TER;immobile 1325;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688761;072021
TER;immobile 1326;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688760;072021
TER;immobile 1327;Era TERRENO : MANDORLETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688759;072021
TER;immobile 1328;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688758;072021
TER;immobile 1329;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688757;072021
TER;immobile 133;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FONTANA SNC;;;2689370;072021
TER;immobile 1330;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688756;072021
TER;immobile 1331;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688755;072021
TER;immobile 1332;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688754;072021
TER;immobile 1333;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688753;072021
TER;immobile 1334;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688752;072021
TER;immobile 1335;Era TERRENO : ULIVETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688751;072021
TER;immobile 1336;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688750;072021
TER;immobile 1337;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688749;072021
TER;immobile 1338;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688748;072021
TER;immobile 1339;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688747;072021
TER;immobile 134;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FONTANELLE SNC;;;2689369;072021
TER;immobile 1340;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688746;072021
TER;immobile 1341;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP. Diversa dalla via Persico della scheda A262.;GIOIOA DEL COLLE -zona PIP  VIA PERSICO NICOLA SNC;;;2688745;072021
TER;immobile 1342;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP. Diversa dalla via Persico della scheda A65.;GIOIOA DEL COLLE -zona PIP  VIA CASTELLANETA CRISTOFO SNC;;;2688744;072021
TER;immobile 1343;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA TANCORRE CAMILLO SNC;;;2688743;072021
TER;immobile 1344;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA VINCI GIUSEPPE SNC;;;2688742;072021
TER;immobile 1345;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA PROCINO DOMENICO SNC;;;2688741;072021
TER;immobile 1346;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA PARADISO GIUSEPPE SNC;;;2688740;072021
TER;immobile 1347;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA LARIZZA GIOVANNI SNC;;;2688739;072021
TER;immobile 1348;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA MARCHITELLI FRANCESCO SNC;;;2688738;072021
TER;immobile 1349;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA GRIPPA VITO ANTONIO SNC;;;2688737;072021
TER;immobile 135;STRADA COMUNALE URBANA. Forse ha cambiato nome.;GIOIOA DEL COLLE Vico FONTANELLE VICO I SNC;;;2689368;072021
TER;immobile 1350;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA GUIDA ORONZO VITO SNC;;;2688736;072021
TER;immobile 1351;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA IACOBELLIS MICHELE SNC;;;2688735;072021
TER;immobile 1352;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA FORTUNATO GIACINTO SNC;;;2688734;072021
TER;immobile 1353;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA GISOTTI FILIPPO SNC;;;2688733;072021
TER;immobile 1354;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA FASANO FRANCESCO PAOL SNC;;;2688732;072021
TER;immobile 1355;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA BRESCIA PAOLO SNC;;;2688731;072021
TER;immobile 1356;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA DONATONE GAETANO SNC;;;2688730;072021
TER;immobile 1357;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA DONVITO FILIPPO SNC;;;2688729;072021
TER;immobile 1358;STRADA COMUNALE URBANA. Nella nuova zona industriale PIP.;GIOIOA DEL COLLE -zona PIP  VIA DAPOLITO LUIGI SNC;;;2688728;072021
TER;immobile 1359;"NUOVA STRADA COMUNALE nella ZONA ""167"" di piano regolatore.";GIOIA DEL COLLE  VIA COLACICCO COSTANTINO SNC;;;2688727;072021
TER;immobile 136;STRADA COMUNALE URBANA. Forse ha cambiato nome.;GIOIOA DEL COLLE Vico FONTANELLE VICO II SNC;;;2689367;072021
TER;immobile 1360;"NUOVA STRADA COMUNALE nella ZONA ""167"" di piano regolatore.";GIOIA DEL COLLE  VIA GIRARDI FRANCO SNC;;;2688726;072021
TER;immobile 1361;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688725;072021
TER;immobile 1362;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688724;072021
TER;immobile 1363;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688723;072021
TER;immobile 1364;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688722;072021
TER;immobile 1365;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688721;072021
TER;immobile 1366;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688720;072021
TER;immobile 1367;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688719;072021
TER;immobile 1368;Era TERRENO : SEMINATIVO ARBORATO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688718;072021
TER;immobile 1369;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688717;072021
TER;immobile 137;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FORFORELLA SNC;;;2689366;072021
TER;immobile 1370;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688716;072021
TER;immobile 1371;Era TERRENO : SEMINATIVO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688715;072021
TER;immobile 1372;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688714;072021
TER;immobile 1373;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688713;072021
TER;immobile 1374;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688712;072021
TER;immobile 1375;Era TERRENO : VIGNETO. Da passare a STRADE.;LOCALITA GIOIA DEL COLLE SNC;;;2688711;072021
TER;immobile 138;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FORNARI SNC;;;2689365;072021
TER;immobile 139;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA FOSCOLO UGO SNC;;;2689364;072021
TER;immobile 14;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BACCO SNC;;;2689486;072021
TER;immobile 140;STRADA COMUNALE URBANA. Forse era VICO FUSCO.;GIOIA DEL COLLE  VIA FUSCO SNC;;;2689363;072021
TER;immobile 141;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GALLO SNC;;;2689362;072021
TER;immobile 142;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GARIBALDI GIUSEPPE SNC;;;2689361;072021
TER;immobile 143;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GAROFALO SNC;;;2689360;072021
TER;immobile 144;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ARCIPRETE GATTA P. SNC;;;2689359;072021
TER;immobile 145;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico GELSO SNC;;;2689358;072021
TER;immobile 146;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIANNIZZERI SNC;;;2689357;072021
TER;immobile 147;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIANRIZZI SNC;;;2689356;072021
TER;immobile 148;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIARDINIERE SNC;;;2689355;072021
TER;immobile 149;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIGLIO SNC;;;2689354;072021
TER;immobile 15;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BALENA SNC;;;2689485;072021
TER;immobile 150;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIOBERTI SNC;;;2689353;072021
TER;immobile 151;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIOBERTI SCALETTE SNC;;;2689352;072021
TER;immobile 152;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIOTTO SNC;;;2689351;072021
TER;immobile 153;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIUNONE SNC;;;2689350;072021
TER;immobile 154;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GIUSTI G. SNC;;;2689349;072021
TER;immobile 155;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GLADIATORE SNC;;;2689348;072021
TER;immobile 156;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GLINNI SNC;;;2689347;072021
TER;immobile 157;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GOBETTI PIERO SNC;;;2689346;072021
TER;immobile 158;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GOITO SNC;;;2689345;072021
TER;immobile 159;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GOTTARDO SNC;;;2689344;072021
TER;immobile 16;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BARACCA SNC;;;2689484;072021
TER;immobile 160;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GRAFFIACANE SNC;;;2689343;072021
TER;immobile 161;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GRANDI ACHILLE SNC;;;2689342;072021
TER;immobile 162;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA GUERRIERO SNC;;;2689341;072021
TER;immobile 163;STRADA COMUNALE URBANA;GIOIA DEL COLLE  PIAZZA KENNEDY J.F. SNC;;;2689340;072021
TER;immobile 164;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA JAVARONE R. SNC;;;2689339;072021
TER;immobile 165;STRADA COMUNALE URBANA - Non e una laterale della Str. vic. INDELICATI;GIOIA DEL COLLE  VIA INDELLICATI DOROTEA SNC;;;2689338;072021
TER;immobile 166;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico IOVIA SNC;;;2689337;072021
TER;immobile 167;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA LA MALFA UGO SNC;;;2689336;072021
TER;immobile 168;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico LANTERNA VICO I SNC;;;2689335;072021
